999	17	17	17	17	17	30	29	17	17	30	29	17	17	30	29	17	17	17	17	17	30
27	0	0	0	0	0	35	36	0	0	26	27	0	0	35	36	0	0	0	0	0	26
27	0	89	79	80	0	0	0	0	81	78	77	80	0	0	0	0	81	79	90	0	26
27	0	73	0	0	0	81	80	0	0	35	36	0	0	81	80	0	0	805	73	0	26
31	147	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	79	84	146	32
25	27	0	0	72	0	81	80	0	0	81	80	0	0	81	80	0	76	0	0	26	25
29	148	83	79	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	149	30
27	0	73	0	0	0	81	80	0	0	33	34	0	0	81	80	0	0	0	73	0	26
27	0	91	79	80	0	0	0	0	81	78	77	80	0	0	0	0	81	79	92	0	26
27	0	0	0	0	0	33	34	0	0	26	27	0	0	33	34	0	0	0	0	0	26
31	28	28	28	28	28	32	31	28	28	32	31	28	28	32	31	28	28	28	28	28	32
