999	17	17	30	25	25	25	25	25	25	25	25	25	25	25	25	25	29	17	30	25	25
27	-802	0	26	29	17	17	17	17	30	25	25	29	17	30	25	25	27	0	35	30	25
27	0	0	35	36	0	45	0	45	35	75	17	36	0	35	17	30	27	0	0	26	25
27	0	0	0	0	45	0	45	45	0	76	0	0	45	45	0	35	36	0	803	26	25
27	0	0	0	0	45	0	45	0	0	0	0	45	45	0	0	0	0	0	33	32	25
27	0	0	0	0	45	0	45	45	0	72	0	0	45	45	0	33	28	28	32	25	25
27	0	0	33	34	0	45	0	45	33	74	28	34	0	33	28	32	25	25	25	25	25
27	0	0	26	31	28	28	28	28	32	25	25	31	28	32	25	25	25	25	25	25	25
27	0	0	26	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
27	0	0	26	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
31	28	28	32	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
