0	 0	0	0	0	123	124	0	0	0	0	123	124	0	0	0	0	0	0	0	0	0
0	0	0	0	0	125	126	0	0	0	0	125	126	0	0	0	0	0	0	0	0	0
0	0	0	0	107	127	128	109	109	109	109	127	128	108	0	0	0	0	0	0	0	0
0	0	0	0	69	0	0	0	813	0	0	0	0	70	0	0	0	0	0	0	0	0
0	0	107	109	110	66	66	69	0	0	70	66	66	110	109	109	109	109	108	0	0	0
107	109	105	0	67	66	66	110	-10	-9	110	66	66	68	0	0	706	0	106	109	109	108
105	0	105	0	0	0	0	67	-10	-9	68	0	0	0	0	0	0	0	106	0	0	106
105	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	106
105	0	67	66	66	66	-2	66	66	66	66	66	66	66	66	66	66	66	68	0	0	106
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
110	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	110
