999	66	66	66	117	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
115	800	0	0	118	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
115	0	0	0	118	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
115	0	0	0	118	25	25	25	25	25	25	25	114	66	66	66	66	66	66	66	66	66
115	0	0	0	116	66	66	66	66	66	117	25	115	154	0	0	0	0	0	0	0	0
115	0	0	0	0	0	0	0	0	0	118	25	115	155	0	0	0	0	0	0	0	0
116	66	66	66	66	66	66	117	0	114	119	25	115	0	0	0	0	0	0	0	0	0
25	25	25	25	25	25	25	115	0	118	25	25	116	66	117	0	0	0	0	0	0	0
25	25	25	25	25	25	25	115	0	118	25	25	25	25	118	0	0	0	0	0	0	0
25	25	25	25	25	25	25	115	0	118	25	25	25	25	116	66	66	66	66	66	66	66
25	25	25	25	25	25	25	116	310	119	25	25	25	25	25	25	25	25	25	25	25	25
