999	17	17	75	75	17	17	17	75	17	17	17	17	17	75	17	17	17	75	17	17	25
27	0	0	0	73	0	0	0	55	55	55	55	55	0	73	0	0	0	73	0	0	25
27	0	0	0	73	0	0	55	55	0	0	55	55	55	76	0	45	0	73	0	0	30
27	0	0	0	76	1	55	55	55	0	0	0	55	55	55	45	0	0	73	-803	0	26
27	0	0	0	0	55	55	55	0	0	45	0	0	55	55	55	0	0	76	0	0	26
27	0	0	0	0	55	55	55	0	45	55	45	0	55	55	55	45	0	0	0	0	26
30	0	0	0	0	55	55	55	0	0	45	0	0	55	55	55	0	0	72	0	0	26
25	0	0	0	72	0	55	55	55	0	0	0	55	55	55	45	0	0	73	0	0	26
25	0	0	0	73	0	0	55	55	0	0	0	55	55	72	0	45	0	73	0	0	26
25	804	0	0	73	1	0	0	55	55	55	55	55	0	73	0	0	0	73	0	0	26
25	25	30	28	74	28	28	28	28	28	28	28	28	28	74	28	28	28	74	28	28	32
