9999	25	29	17	75	17	75	17	17	17	75	17	17	17	17	17	17	17	17	17	17	30
29	17	36	0	73	0	73	0	0	0	73	0	0	0	0	0	0	0	0	0	0	26
27	0	0	0	76	0	73	0	0	0	73	0	72	0	72	0	81	79	79	80	0	26
27	0	93	0	0	0	91	80	0	0	73	0	91	79	92	0	0	0	0	0	0	26
27	0	0	72	0	0	0	0	0	0	76	0	0	0	0	0	72	0	72	0	33	32
27	0	0	73	0	0	89	80	0	0	0	0	0	0	0	0	76	0	73	0	26	25
27	0	33	149	0	0	73	0	0	72	0	81	79	90	0	0	0	0	91	79	149	26
27	0	35	151	0	0	76	0	0	73	0	0	0	73	0	0	72	0	0	0	0	26
27	0	810	76	0	0	0	0	0	91	79	79	79	92	0	89	92	0	33	34	0	26
27	0	72	0	0	33	28	34	0	0	0	0	0	0	0	73	0	0	26	27	0	26
31	28	74	28	28	32	25	31	28	28	28	28	28	28	28	74	28	28	32	31	28	32
