0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	29	17	18	16	18	17	17	18	17	307	17	18	17	17	18	17	18	17	30	0	0
0	27	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0
0	27	0	0	9	0	0	0	0	0	0	0	0	0	0	4	5	6	0	26	0	0
0	27	0	0	0	0	0	33	28	28	28	28	28	34	0	0	0	0	0	26	0	0
0	27	0	0	0	0	0	26	0	0	0	0	0	27	0	0	0	0	0	304	0	0
0	31	28	28	28	28	28	32	0	0	0	0	0	302	0	0	0	0	0	26	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	26	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	31	28	28	305	28	28	32	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
