9999	25	25	29	17	17	17	17	17	17	17	17	17	75	17	17	75	17	17	17	17	30
25	25	25	27	0	0	0	0	0	0	0	0	0	73	0	0	73	0	0	0	0	26
27	17	17	36	0	72	0	93	0	93	0	93	0	73	0	81	92	0	81	80	0	26
27	0	0	0	0	76	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	26
27	0	0	0	0	0	0	93	0	93	0	93	0	0	0	72	0	0	72	0	0	26
27	0	33	147	79	90	0	0	0	0	0	0	0	93	0	86	79	79	85	809	0	26
27	0	26	27	0	76	0	0	0	93	0	93	0	0	0	76	0	0	76	0	0	26
27	0	26	27	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	26
27	0	35	148	79	79	79	90	0	81	79	80	0	73	0	81	90	0	81	79	79	78
27	0	0	0	0	0	0	73	0	0	0	0	0	73	0	0	73	0	0	0	0	26
31	28	28	28	28	28	28	74	28	28	28	28	28	74	28	28	74	28	28	28	28	32
