29	17	17	17	30	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
27	800	0	0	26	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
27	0	0	0	26	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
77	79	90	0	26	25	25	25	25	25	25	25	25	29	17	17	17	17	17	17	17	30
27	0	73	0	35	17	17	17	17	17	17	17	17	36	0	0	0	0	-15	-15	0	26
27	0	73	0	0	0	0	0	0	0	0	0	0	0	0	-15	0	-15	-15	-15	0	26
27	0	91	79	79	79	79	90	0	89	79	79	79	90	0	-15	0	-15	-15	-15	0	26
27	0	0	0	0	123	124	76	0	76	123	124	0	73	0	-15	0	-15	-15	-15	0	26
27	0	0	0	0	125	126	0	0	0	125	126	0	73	0	-15	0	-15	-15	0	0	26
27	0	0	0	0	127	128	0	0	0	127	128	0	73	0	0	0	0	0	0	0	26
31	28	28	28	74	28	28	28	9004	28	28	28	28	74	28	28	28	28	28	28	28	32
