0	0	0	0	0	47	47	47	47	47	47	47	47	47	47	47	47	0	0	0	0	0
0	0	123	124	0	47	47	47	47	47	47	47	47	47	47	47	47	0	123	124	0	0
0	0	125	126	0	47	47	47	47	47	-6	-6	47	47	47	47	47	0	125	126	0	0
107	109	127	128	109	47	47	47	47	47	-6	-6	47	47	47	47	47	109	127	128	109	108
105	0	0	0	706	47	47	47	47	47	-6	-6	47	47	47	47	47	706	0	0	0	106
105	123	124	0	0	0	706	0	0	706	0	0	706	0	0	706	0	0	0	123	124	106
105	125	126	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	125	126	106
105	127	128	0	0	0	0	0	0	43	0	43	0	0	0	0	0	0	0	127	128	106
105	0	0	0	0	0	0	107	109	109	109	109	109	109	109	109	108	0	0	0	0	106
69	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	106	0	0	0	0	70
110	66	66	66	66	66	66	105	0	0	0	0	0	0	0	0	106	66	66	66	66	110
