999	17	17	17	17	17	75	17	30	25	25	29	17	17	17	30	29	17	30	29	17	30
27	0	0	0	0	0	73	0	35	75	17	151	0	0	0	35	151	803	153	36	0	26
27	0	93	0	93	0	73	0	0	73	0	76	0	93	0	0	76	0	76	0	0	26
27	0	0	0	0	0	76	0	33	150	0	0	72	0	72	0	0	0	0	0	33	32
27	0	93	0	93	0	0	0	26	27	0	0	73	0	91	80	0	81	79	79	78	25
27	0	0	0	0	0	0	81	149	148	90	0	76	0	0	0	0	0	0	0	35	30
77	79	79	80	0	93	0	0	0	0	73	0	0	72	0	0	89	79	90	0	0	26
27	0	0	0	0	0	0	0	0	0	91	80	0	73	0	0	73	0	76	0	81	78
27	0	81	90	0	89	80	0	72	0	0	0	0	76	0	89	92	0	0	0	0	26
27	0	0	73	0	73	0	0	73	0	0	0	0	0	0	73	0	0	0	0	0	26
31	28	28	74	28	74	28	28	74	28	28	28	28	28	28	74	28	28	28	28	28	32
