999	17	75	17	17	75	17	17	75	17	17	17	75	17	30	29	17	17	17	17	17	30
27	0	73	0	0	73	0	0	73	0	0	0	73	0	26	27	0	0	0	0	0	26
27	0	91	90	0	86	80	0	73	0	89	79	92	0	26	27	0	0	0	72	0	26
27	0	0	73	0	76	0	0	73	0	76	0	0	0	26	77	80	0	0	96	0	26
27	0	81	92	0	0	72	0	73	0	0	0	72	0	26	27	0	0	72	0	0	26
27	0	0	0	0	81	85	0	73	0	89	79	92	0	26	31	28	28	74	34	0	26
27	0	81	90	0	0	76	0	91	79	85	0	0	0	35	17	17	75	17	36	0	26
27	0	0	73	0	0	0	0	0	0	91	79	90	0	0	0	0	73	0	0	0	26
27	0	81	84	83	79	79	79	80	0	0	0	76	0	33	34	0	91	79	80	0	26
27	0	0	806	73	0	0	0	0	0	72	0	0	0	26	27	0	0	0	0	0	26
31	28	28	28	74	28	28	28	28	28	74	28	28	28	32	31	28	28	28	28	28	32
