66	110	130	133	136	139	44	44	44	44	44	130	133	136	139	43	43	43	44	44	44	44
66	110	131	134	137	140	44	44	44	44	44	131	134	137	140	0	129	702	43	43	44	44
66	110	132	317	145	141	130	133	136	139	44	132	315	144	141	0	0	0	0	0	43	44
66	68	0	-11	-12	44	131	134	137	140	44	43	-11	-12	-11	-12	-11	-12	0	103	0	44
43	0	0	-13	-14	44	132	306	138	141	44	0	-13	-14	-13	-14	-13	-14	0	0	0	44
-12	-11	-12	-11	-12	43	44	-11	-12	44	43	0	-11	-12	130	133	136	139	-11	-12	0	44
-14	-13	-14	-13	-14	0	43	-13	-14	43	0	0	-13	-14	131	134	137	140	-13	-14	44	44
0	0	0	-11	-12	-11	-12	-11	-12	-11	-12	-11	-12	-11	132	313	143	141	-11	-12	44	44
44	0	0	-13	-14	-13	-14	-13	-14	-13	-14	-13	-14	-13	-14	-11	-12	-14	-13	-14	44	44
44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44
44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44
