999	17	17	17	17	75	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	30
27	-15	-15	-15	-15	76	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	26
77	80	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	89	80	-15	-15	-15	-15	26
27	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	81	90	812	73	-15	-15	-15	-15	-15	26
27	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	91	79	92	-15	-15	-15	-15	-15	26
27	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	26
27	-15	-15	-15	-15	-15	-15	-15	-15	-15	93	-15	-15	-15	-15	33	34	-15	-15	-15	-15	26
27	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	-15	35	36	-15	-15	-15	-15	26
27	0	0	-15	93	-15	-15	-15	-15	-15	-15	-15	33	34	-15	-15	-15	-15	-15	-15	-15	26
27	0	0	-15	-15	-15	-15	-15	-15	-15	-15	33	32	27	-15	-15	-15	-15	-15	-15	-15	26
31	28	28	28	28	28	28	28	28	28	28	32	25	31	28	28	28	28	28	28	28	32
