110	66	66	66	66	66	66	66	66	66	66	66	66	-10	-9	66	66	66	66	66	66	110
110	66	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	66	66	66	110
110	66	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	66	66	66	110
110	66	110	66	66	66	66	66	66	-2	66	66	66	66	66	66	66	110	66	66	66	110
110	66	110	66	66	66	66	66	66	-2	66	66	66	66	66	66	66	110	66	66	66	110
110	66	110	66	105	0	46	0	0	0	0	106	66	66	66	66	66	110	66	66	66	110
110	66	110	66	105	50	47	52	0	0	0	106	66	66	66	66	66	110	66	66	66	110
110	66	110	66	105	51	47	53	0	0	0	106	66	66	66	66	66	110	66	66	66	110
110	66	110	66	105	54	49	54	0	0	0	106	66	66	66	66	66	110	66	66	66	110
110	66	110	66	69	0	0	0	0	0	0	70	66	66	66	66	66	110	66	66	66	110
110	66	110	66	110	66	66	66	66	66	66	110	66	66	66	66	66	110	66	66	66	110
